"Order ID";"Order type";"Order Number";"Item";"Item file receipt date time";"Confirmation";"Received date time";"Requested quantity";"Picking quantity";"Picking start";"Picking End";"Picked by";"Packing quantity";"Packing Start";"Packing End";"Packed by";"Packing location";"Reason code";"City";"acc. country";"Airway bill no";"Return airway bill no";"Pack id";"Shipment file date time";"Confirmation date time";
"225639295";"539";"1812YE7A323932";"1000000180857698";"23/12/19 17:08";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:27";"23/12/21 07:31";"DHEAEPCK01";"ROHIT080";"";"BUSINESS BAY";"AE";8924455772;"002820769781";"JD014600011371956608";"23/12/21 05:53";"23/12/21 10:31";
"225638580";"539";"1912Y100123643";"1000000178666842";"23/12/19 17:10";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:29";"23/12/21 07:32";"DHEAEPCK04";"JANE210";"";"QATIF";"SA";4586480452;"002820769814";"JD014600011373207829";"23/12/21 05:07";"23/12/21 10:32";
"225637661";"539";"1812ZJ3V42301H";"1000000158995213";"23/12/19 10:09";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:28";"23/12/21 07:32";"DHEAESUP04";"SANTI110";"";"Yarmouk";"KW";4586480920;"005068333034";"JD014600011373207880";"23/12/21 04:38";"23/12/21 10:33";
"225639286";"539";"1912Y072123643";"1000000171796062";"23/12/19 17:08";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:31";"23/12/21 07:34";"DHEAEPCK01";"ROHIT080";"";"RIYADH";"SA";8924459655;"002820769851";"JD014600011371958047";"23/12/21 05:53";"23/12/21 10:34";
"225637507";"539";"1912ZXM6O2301H";"1000000170162109";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:26";"23/12/21 07:35";"DHEAEOPS04";"EMAK240";"";"Adan";"KW";8924460543;"005068333141";"JD014600011371958145";"23/12/21 04:35";"23/12/21 10:35";
"225638498";"539";"1812YF01023642";"1000000124796144";"23/12/19 11:09";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK02";1.000;"23/12/21 07:31";"23/12/21 07:34";"DHEAEPCK02";"TERESI090";"";"RIYADH";"SA";8924460403;"002820769884";"JD014600011371958130";"23/12/21 05:02";"23/12/21 10:35";
"225638545";"539";"1912Y1B3023643";"1000000160597220";"23/12/19 17:11";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:32";"23/12/21 07:35";"DHEAEPCK04";"JANE210";"";"RIYADH";"SA";8924460716;"005068333126";"JD014600011371958162";"23/12/21 05:06";"23/12/21 10:35";
"225637664";"539";"1812ZW94Z2301H";"1000000171717340";"23/12/19 10:09";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:32";"23/12/21 07:37";"DHEAESUP04";"SANTI110";"";"Jeddah";"SA";4586485783;"002820769976";"JD014600011373208516";"23/12/21 04:38";"23/12/21 10:37";
"225638502";"539";"1812YFC4623642";"1000000172189268";"23/12/19 11:08";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK02";1.000;"23/12/21 07:35";"23/12/21 07:37";"DHEAEPCK02";"TERESI090";"";"RIYADH";"SA";8924461766;"002820769965";"JD014600011371958278";"23/12/21 05:02";"23/12/21 10:37";
"225638571";"539";"1912Y1B7623183";"1000000169501583";"23/12/19 17:11";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:35";"23/12/21 07:38";"DHEAEPCK04";"JANE210";"";"BAYAN";"KW";8924462326;"005068333233";"JD014600011371958344";"23/12/21 05:07";"23/12/21 10:38";
"225639081";"539";"1812YEE4F23642";"1000000163521577";"23/12/19 12:06";"23/12/21 05:41";"23/12/21 05:44";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:36";"23/12/21 07:38";"DHEAEOPS04";"ZAHID040";"";"AL KHOBAR";"SA";8924462330;"005068333255";"JD014600011371958345";"23/12/21 05:43";"23/12/21 10:38";
"225639301";"539";"1812Y03B623183";"1000000118772744";"23/12/19 17:09";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:34";"23/12/21 07:38";"DHEAEPCK01";"ROHIT080";"";"SALMIYA";"KW";4586486343;"002820770024";"JD014600011373208612";"23/12/21 05:53";"23/12/21 10:38";
"225637511";"539";"1912ZHBK82301H";"1000000168770785";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:35";"23/12/21 07:39";"DHEAEOPS04";"EMAK240";"";"Jeddah";"SA";8924463240;"005068333303";"JD014600011371958451";"23/12/21 04:35";"23/12/21 10:39";
"225638528";"539";"1812YEF8923642";"1000000180415794";"23/12/19 11:08";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK02";1.000;"23/12/21 07:38";"23/12/21 07:40";"DHEAEPCK02";"TERESI090";"";"TAIF";"SA";8924463855;"005068333373";"JD014600011371958518";"23/12/21 05:04";"23/12/21 10:40";
"225638549";"539";"1912Y10A823933";"1000000162764852";"23/12/19 17:08";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:38";"23/12/21 07:40";"DHEAEPCK04";"JANE210";"";"DUBAI";"AE";4586488060;"002820770153";"JD014600011373208809";"23/12/21 05:06";"23/12/21 10:40";
"225637494";"539";"1912ZSKBS2301H";"1000000165992519";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:39";"23/12/21 07:41";"DHEAEOPS04";"EMAK240";"";"Dubai Motor City";"AE";8924464861;"005068333524";"JD014600011371958651";"23/12/21 04:34";"23/12/21 10:43";
"225638542";"539";"1812YFE0723932";"1000000144159157";"23/12/19 17:10";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:41";"23/12/21 07:43";"DHEAEPCK04";"JANE210";"";"DUBAI";"AE";4586489983;"002820770315";"JD014600011373209028";"23/12/21 05:06";"23/12/21 10:44";
"225637662";"539";"1512ZZKAR2301H";"1000000159385137";"23/12/19 10:08";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:37";"23/12/21 07:42";"DHEAESUP04";"SANTI110";"";"production city";"AE";4586490624;"005068333605";"JD014600011373209098";"23/12/21 04:38";"23/12/21 10:45";
"225638486";"539";"1812YEF9623932";"1000000152650418";"23/12/19 11:08";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK02";1.000;"23/12/21 07:40";"23/12/21 07:44";"DHEAEPCK02";"TERESI090";"";"JUMEIRAH ISLAND";"AE";8924467042;"005068333620";"JD014600011371958930";"23/12/21 05:01";"23/12/21 10:45";
"225637495";"539";"1912Z57ON2301H";"1000000180660261";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:42";"23/12/21 07:45";"DHEAEOPS04";"EMAK240";"";"Abu Dhabi";"AE";4586491910;"002820770433";"JD014600011373209245";"23/12/21 04:34";"23/12/21 10:46";
"225638523";"539";"1912ZQKIH2301H";"1000000180625130";"23/12/19 18:36";"23/12/21 05:00";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:40";"23/12/21 07:45";"DHEAEOPS04";"ALICE151";"";"Palm Island";"AE";4586491416;"005068333653";"JD014600011373209190";"23/12/21 05:03";"23/12/21 10:46";
"225639290";"539";"1812YF73B23182";"1000000173462558";"23/12/19 17:10";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:44";"23/12/21 07:45";"DHEAEPCK01";"ROHIT080";"";"ARDIYA";"KW";8924467882;"005068333686";"JD014600011371959032";"23/12/21 05:53";"23/12/21 10:46";
"225638565";"539";"1912Y0A9C23933";"1000000179827075";"23/12/19 17:36";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:44";"23/12/21 07:46";"DHEAEPCK04";"JANE210";"";"DUBAI";"AE";8924468081;"005068333712";"JD014600011371959053";"23/12/21 05:07";"23/12/21 10:47";
"225637663";"539";"1812ZHSHK2301H";"1000000167742346";"23/12/19 10:09";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:44";"23/12/21 07:47";"DHEAESUP04";"SANTI110";"";"Jeddah";"SA";4586492956;"005068333771";"JD014600011373578797";"23/12/21 04:38";"23/12/21 10:48";
"225637497";"539";"1812Z41O72301H";"1000000176210238";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:45";"23/12/21 07:48";"DHEAEOPS04";"EMAK240";"";"Buraidah";"SA";4586493936;"005068333841";"JD014600011373578908";"23/12/21 04:34";"23/12/21 10:49";
"225638539";"539";"1912ZH4UT2301H";"1000000180626453";"23/12/19 18:36";"23/12/21 05:00";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:45";"23/12/21 07:48";"DHEAEOPS04";"ALICE151";"";"Dubai";"AE";4586493833;"005068333830";"JD014600011373578897";"23/12/21 05:04";"23/12/21 10:49";
"225638559";"539";"1912Y1BC023933";"1000000183884739";"23/12/19 17:37";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:46";"23/12/21 07:48";"DHEAEPCK04";"JANE210";"";"DUBAI";"AE";4586494356;"002820770551";"JD014600011373578959";"23/12/21 05:06";"23/12/21 10:49";
"225639137";"539";"1812ZD2BW2301H";"1000000179152778";"23/12/19 12:06";"23/12/21 05:41";"23/12/21 05:48";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:47";"23/12/21 07:48";"DHEAEOPS04";"ZAHID040";"";"Riyadh";"SA";8924469982;"002820770540";"JD014600011371959275";"23/12/21 05:45";"23/12/21 10:49";
"225638487";"539";"1912Y156123933";"1000000133243086";"23/12/19 17:36";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:48";"23/12/21 07:51";"DHEAEOPS04";"ALICE151";"";"DUBAI";"AE";4586496025;"005068333981";"JD014600011373579161";"23/12/21 05:01";"23/12/21 10:51";
"225639300";"539";"1812YF0A823642";"1000000155887641";"23/12/19 17:10";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:49";"23/12/21 07:51";"DHEAEPCK01";"ROHIT080";"";"AL QASSIM";"SA";8924471721;"002820770713";"JD014600011371959657";"23/12/21 05:53";"23/12/21 10:51";
"225637498";"539";"1812ZRKNY2301H";"1000000178180971";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:48";"23/12/21 07:52";"DHEAEOPS04";"EMAK240";"";"Riyadh";"SA";8924472594;"005068334014";"JD014600011371959755";"23/12/21 04:34";"23/12/21 10:52";
"225637658";"539";"1812ZWODD2301H";"1000000164873256";"23/12/19 10:08";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:50";"23/12/21 07:52";"DHEAESUP04";"SANTI110";"";"Abu Dhabi";"AE";4586497090;"005068334040";"JD014600011373579279";"23/12/21 04:38";"23/12/21 10:53";
"225639087";"539";"1812YFFA223642";"1000000164048056";"23/12/19 12:08";"23/12/21 05:41";"23/12/21 05:44";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:49";"23/12/21 07:53";"DHEAEOPS04";"ZAHID040";"";"MAJMAAH";"SA";4586497554;"005068334121";"JD014600011373579340";"23/12/21 05:43";"23/12/21 10:53";
"225638501";"539";"1812Y054B23643";"1000000172517097";"23/12/19 11:09";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK02";1.000;"23/12/21 07:50";"23/12/21 07:54";"DHEAEPCK02";"TERESI090";"";"AL QASSIM";"SA";4586498210;"005068334176";"JD014600011373579441";"23/12/21 05:02";"23/12/21 10:54";
"225639299";"539";"1812YE99123932";"1000000185564850";"23/12/19 17:09";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:51";"23/12/21 07:53";"DHEAEPCK01";"ROHIT080";"";"NAD AL SHEBA MEYDAN";"AE";4586497801;"005068334143";"JD014600011373579386";"23/12/21 05:53";"23/12/21 10:54";
"225638492";"539";"1912Y1FC423643";"1000000168723895";"23/12/19 17:36";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:51";"23/12/21 07:54";"DHEAEOPS04";"ALICE151";"";"RIYADH";"SA";8924474473;"002820770864";"JD014600011371959983";"23/12/21 05:02";"23/12/21 10:55";
"225637510";"539";"1912Z6ZY12301H";"1000000180402594";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:52";"23/12/21 07:55";"DHEAEOPS04";"EMAK240";"";"Riyadh";"SA";4586499352;"005068334246";"JD014600011373579574";"23/12/21 04:35";"23/12/21 10:56";
"225637659";"539";"1812ZZBTB2301H";"1000000173799612";"23/12/19 10:09";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:52";"23/12/21 07:55";"DHEAESUP04";"SANTI110";"";"Riyadh";"SA";4586499304;"002820770912";"JD014600011373579569";"23/12/21 04:38";"23/12/21 10:56";
"225638569";"539";"1912Y102323933";"1000000173410494";"23/12/19 17:36";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:53";"23/12/21 07:55";"DHEAEPCK04";"JANE210";"";"DUBAI";"AE";8924475173;"005068334235";"JD014600011371960059";"23/12/21 05:07";"23/12/21 10:56";
"225639103";"539";"1812ZGBJG2301H";"1000000169348435";"23/12/19 12:08";"23/12/21 05:41";"23/12/21 05:44";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:53";"23/12/21 07:56";"DHEAEOPS04";"ZAHID040";"";"Dubai Motor City";"AE";4586499654;"002820770945";"JD014600011373579608";"23/12/21 05:44";"23/12/21 10:56";
"225639285";"539";"1812YF1CC23642";"1000000165189529";"23/12/19 17:10";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:53";"23/12/21 07:55";"DHEAEPCK01";"ROHIT080";"";"HAIL";"SA";8924475324;"002820770923";"JD014600011371960076";"23/12/21 05:53";"23/12/21 10:56";
"225638504";"539";"1912Y149B23933";"1000000172232298";"23/12/19 17:36";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:54";"23/12/21 07:57";"DHEAEOPS04";"ALICE151";"";"ABU DHABI";"AE";4586500645;"002820770982";"JD014600011373579715";"23/12/21 05:02";"23/12/21 10:57";
"225638566";"539";"1912Y234823183";"1000000181305306";"23/12/19 17:38";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:55";"23/12/21 07:58";"DHEAEPCK04";"JANE210";"";"REHAB";"KW";4586501404;"005068334316";"JD014600011373579798";"23/12/21 05:07";"23/12/21 10:58";
"225639289";"539";"1812YF8A523182";"1000000175321612";"23/12/19 17:11";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:56";"23/12/21 07:58";"DHEAEPCK01";"ROHIT080";"";"QURAIN";"KW";4586501566;"005068334342";"JD014600011373579819";"23/12/21 05:53";"23/12/21 10:58";
"225637503";"539";"1912Z69JR2301H";"1000000173421674";"23/12/19 17:38";"23/12/21 04:32";"23/12/21 04:36";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:56";"23/12/21 07:59";"DHEAEOPS04";"EMAK240";"";"Riyadh";"SA";8924479255;"002820771111";"JD014600011371960522";"23/12/21 04:35";"23/12/21 10:59";
"225637665";"539";"1812ZKBHZ2301H";"1000000173513177";"23/12/19 10:09";"23/12/21 04:34";"23/12/21 04:39";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAESUP04";1.000;"23/12/21 07:55";"23/12/21 07:59";"DHEAESUP04";"SANTI110";"";"Abu Dhabi";"AE";4586502152;"005068334386";"JD014600011373579889";"23/12/21 04:38";"23/12/21 10:59";
"225638482";"539";"1812YF15E23642";"1000000163701814";"23/12/19 11:09";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK02";1.000;"23/12/21 07:55";"23/12/21 07:58";"DHEAEPCK02";"TERESI090";"";"RIYADH";"SA";8924478393;"002820771052";"JD014600011371960418";"23/12/21 05:01";"23/12/21 10:59";
"225638531";"539";"1912Y158923643";"1000000175684124";"23/12/19 17:36";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:57";"23/12/21 07:59";"DHEAEOPS04";"ALICE151";"";"RIYADH";"SA";4586502200;"002820771100";"JD014600011373579894";"23/12/21 05:04";"23/12/21 10:59";
"225638541";"539";"1912Y1EEE23643";"1000000151939009";"23/12/19 17:36";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 07:58";"23/12/21 08:00";"DHEAEPCK04";"JANE210";"";"JEDDAH";"SA";4586503375;"005068334493";"JD014600011373580028";"23/12/21 05:06";"23/12/21 11:00";
"225639106";"539";"1812ZRUEI2301H";"1000000173108674";"23/12/19 12:07";"23/12/21 05:41";"23/12/21 05:44";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:57";"23/12/21 07:59";"DHEAEOPS04";"ZAHID040";"";"Adan";"KW";8924479454;"002820771155";"JD014600011371960546";"23/12/21 05:44";"23/12/21 11:00";
"225639288";"539";"1812YFE4323642";"1000000169591954";"23/12/19 17:08";"23/12/21 05:50";"23/12/21 05:54";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK01";1.000;"23/12/21 07:58";"23/12/21 08:01";"DHEAEPCK01";"ROHIT080";"";"RIYADH";"SA";4586504300;"005068334541";"JD014600011373580127";"23/12/21 05:53";"23/12/21 11:01";
"225639102";"539";"1812Z2EAR2301H";"1000000166184240";"23/12/19 12:07";"23/12/21 05:41";"23/12/21 05:44";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:59";"23/12/21 08:02";"DHEAEOPS04";"ZAHID040";"";"Ardiya";"KW";8924482033;"005068334563";"JD014600011371960818";"23/12/21 05:44";"23/12/21 11:02";
"225640426";"539";"1812Z8NO02301H";"1000000177383446";"23/12/19 17:38";"23/12/21 07:26";"23/12/21 07:29";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:59";"23/12/21 08:01";"DHEAEOPS04";"EMAK240";"";"Medina";"SA";8924482265;"002820771306";"JD014600011371960843";"23/12/21 07:29";"23/12/21 11:02";
"225638495";"539";"1912Y1C0423933";"1000000151852882";"23/12/19 17:36";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 07:59";"23/12/21 08:03";"DHEAEOPS04";"ALICE151";"";"DUBAI";"AE";8924483621;"002820771494";"JD014600011371960985";"23/12/21 05:02";"23/12/21 11:03";
"225638551";"539";"1912Y1D5923643";"1000000172096389";"23/12/19 17:36";"23/12/21 05:03";"23/12/21 05:09";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK04";1.000;"23/12/21 08:00";"23/12/21 08:03";"DHEAEPCK04";"JANE210";"";"RIYADH";"SA";4586506573;"005068334806";"JD014600011373581380";"23/12/21 05:06";"23/12/21 11:04";
"225639475";"539";"1812Y04A323183";"1000000166996222";"23/12/19 17:10";"23/12/21 06:04";"23/12/21 06:07";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEPCK07";1.000;"23/12/21 08:01";"23/12/21 08:03";"DHEAEPCK07";"VIKAS131";"";"JAHRA";"KW";8924483794;"002820771531";"JD014600011371961016";"23/12/21 06:06";"23/12/21 11:04";
"225638479";"539";"1912Y0B5623933";"1000000162836272";"23/12/19 17:36";"23/12/21 04:59";"23/12/21 05:05";1.000;1.000;"00/00/00 00:00";"00/00/00 00:00";"DHEAEOPS04";1.000;"23/12/21 08:03";"23/12/21 08:05";"DHEAEOPS04";"ALICE151";"";"ABU DHABI";"AE";1195601551;"005068334913";"JD014600011371961245";"23/12/21 05:01";"23/12/21 11:06";
